work_id,author,author_ml,author_name_tei,author_page,title_ml,title_en,toc_title,section_label,work_type,keywords,domain,derivation,factuality,constitution,language,source_url,html_url,publisher,pub_place,digital_edition_date,digital_edition_year,source_pub_year,source_publisher,source_pages,typeset_by,edited_by,encoded_by,sponsor,funder,licence,licence_url,setting_place,setting_time,word_count,char_count,para_count,chillu_atomic,chillu_zwj,chillu_encoding,unicode_form,sha256
karassery-thapal,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,തപാൽചിന്തകൾ,Thapalchinthakal,തപാൽചിന്തകൾ,Essay,article,Article; M. N. Karassery; Thapalchinthakal; എം. എൻ. കാരശ്ശേരി; തപാൽചിന്തകൾ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-thapal.xml,https://books.sayahna.org/html/karassery-thapal.html,Sayahna Foundation,"Trivandrum, India","October 4, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"October 4, 2023",673,6751,18,177,0,atomic,NFC,36517d6fafbf15290c11dda02b484b69a293f7dd28c03130c1d74d56132570d1
karassery-thampuran,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,തമ്പുരാൻ,Thampuran,തമ്പുരാൻ,Essay,article,Article; M. N. Karassery; Thampuran; എം. എൻ. കാരശ്ശേരി; തമ്പുരാൻ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-thampuran.xml,https://books.sayahna.org/html/karassery-thampuran.html,Sayahna Foundation,"Trivandrum, India","November 5, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"November 5, 2023",1819,18480,88,434,0,atomic,NFC,d95a503719dbf9b4859144da80fd21ed7e0ba304873e8210d98bde0db0975e49
karassery-thayattu,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,തായാട്ടു്,Thayattu,തായാട്ടു്,Essay,article,Article; M. N. Karassery; Thayattu; എം. എൻ. കാരശ്ശേരി; തായാട്ടു്; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-thayattu.xml,https://books.sayahna.org/html/karassery-thayattu.html,Sayahna Foundation,"Trivandrum, India","November 7, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"November 7, 2023",1980,19789,117,420,0,atomic,NFC,3ac39356029dba4039b20700bf4f83c8510507e84b0a2180ccc9f7bb758d8d2d
karassery-thirakkatha,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,തിരക്കഥ,Thirakkatha,തിരക്കഥ,Essay,article,Article; M. N. Karassery; Thirakkatha; എം. എൻ. കാരശ്ശേരി; തിരക്കഥ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-thirakkatha.xml,https://books.sayahna.org/html/karassery-thirakkatha.html,Sayahna Foundation,"Trivandrum, India","February 14, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"February 14, 2024",645,6511,18,173,0,atomic,NFC,363bc255a429043bdeb91bbfe354edfb7285f0bc8f6204eac7e6701dfa3238fb
karassery-thiruva,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,തിരുവായ്ക്കു് എതിർവായില്ല,Thiruvayk Ethirvayilla,തിരുവായ്ക്കു് എതിർവായില്ല,Essay,article,Article; M. N. Karassery; Thiruvayk Ethirvayilla; എം. എൻ. കാരശ്ശേരി; തിരുവായ്ക്കു് എതിർവായില്ല; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-thiruva.xml,https://books.sayahna.org/html/karassery-thiruva.html,Sayahna Foundation,"Trivandrum, India","January 14, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"January 14, 2024",863,8766,23,209,0,atomic,NFC,de9e0a423af53df3a2ad5e302c6c71f4beb00e9edf7c53e8c30d387a51a2145e
karassery-vote,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,തീവ്രവാദത്തിന്റെ വോട്ട്,Theevravadaththinte Vote,തീവ്രവാദത്തിന്റെ വോട്ട്,Essay,article,Article; M. N. Karassery; Theevravadaththinte Vote; എം. എൻ. കാരശ്ശേരി; തീവ്രവാദത്തിന്റെ വോട്ട്; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-vote.xml,https://books.sayahna.org/html/karassery-vote.html,Sayahna Foundation,"Trivandrum, India","December 21, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"December 21, 2023",724,7481,19,174,0,atomic,NFC,9c0719eb7ad9c37fbb7db2523ae17a9dfea191ec0f234cf304a80105cdbe46e1
karassery-bleach,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,തുഞ്ചൻപറമ്പിലെ ബ്ലീച്ച്,Thunchanparampile Bleach,തുഞ്ചൻപറമ്പിലെ ബ്ലീച്ച്,Essay,article,Article; M. N. Karassery; Thunchanparampile Bleach; എം. എൻ. കാരശ്ശേരി; തുഞ്ചൻപറമ്പിലെ ബ്ലീച്ച്; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-bleach.xml,https://books.sayahna.org/html/karassery-bleach.html,Sayahna Foundation,"Trivandrum, India","September 5, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"September 5, 2023",397,3915,35,90,0,atomic,NFC,23136bf4481e75aae1c8987a121095a02eeda2d402bce39765670dcb525ee28b
karassery-thudarkatha,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,തുടർക്കഥകൾ,Thudarkkadhakal,തുടർക്കഥകൾ,Essay,article,Article; M. N. Karassery; Thudarkkadhakal; എം. എൻ. കാരശ്ശേരി; തുടർക്കഥകൾ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-thudarkatha.xml,https://books.sayahna.org/html/karassery-thudarkatha.html,Sayahna Foundation,"Trivandrum, India","February 29, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"February 29, 2024",1413,14726,39,318,0,atomic,NFC,421a9c75ab09fd0a2f083c516c72495bfe9e590cae677a42950cd928db32384b
karassery-thettu,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,തെറ്റുണ്ടെങ്കിൽ തിരുത്തുക,Thettundenkil Thiruththuka,തെറ്റുണ്ടെങ്കിൽ തിരുത്തുക,Essay,article,Article; M. N. Karassery; Thettundenkil Thiruththuka; എം. എൻ. കാരശ്ശേരി; തെറ്റുണ്ടെങ്കിൽ തിരുത്തുക; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-thettu.xml,https://books.sayahna.org/html/karassery-thettu.html,Sayahna Foundation,"Trivandrum, India","October 18, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"October 18, 2023",492,4896,22,121,0,atomic,NFC,d53f63cc1adbb2df176074234375a938a31b8c24459a12ceda4e414948fcb98b
karassery-darsanam,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,ദർശനം,Darsanam,ദർശനം,Essay,article,Article; M. N. Karassery; Darsanam; എം. എൻ. കാരശ്ശേരി; ദർശനം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-darsanam.xml,https://books.sayahna.org/html/karassery-darsanam.html,Sayahna Foundation,"Trivandrum, India","February 28, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"February 28, 2024",826,8489,23,188,0,atomic,NFC,e2dfe8e13749f7775779c6d223220e52c19cf37d22cb675f86303f9bad759199
karassery-desiyatha,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,ദേശീയതയുടെ അവസ്ഥാന്തരങ്ങൾ,Desiyathayude Avasthandarangal,ദേശീയതയുടെ അവസ്ഥാന്തരങ്ങൾ,Essay,article,Article; M. N. Karassery; Desiyathayude Avasthandarangal; എം. എൻ. കാരശ്ശേരി; ദേശീയതയുടെ അവസ്ഥാന്തരങ്ങൾ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-desiyatha.xml,https://books.sayahna.org/html/karassery-desiyatha.html,Sayahna Foundation,"Trivandrum, India","November 19, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"November 19, 2023",856,9459,18,173,0,atomic,NFC,0e3d9a84a28dbf85d3e785b64d5989ba8e642b77da31564aa6889063b3e85c2b
karassery-nadatham,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,നടത്തം,Nadaththam,നടത്തം,Essay,article,Article; M. N. Karassery; Nadaththam; എം. എൻ. കാരശ്ശേരി; നടത്തം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-nadatham.xml,https://books.sayahna.org/html/karassery-nadatham.html,Sayahna Foundation,"Trivandrum, India","December 1, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"December 1, 2023",803,7652,28,182,0,atomic,NFC,27a485ca2c574c27bb7348fc902705b991981c5d36f60547f95ef3927ac3edbd
karassery-nandi,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,നന്ദി,Nandi,നന്ദി,Essay,article,Article; M. N. Karassery; Nandi; എം. എൻ. കാരശ്ശേരി; നന്ദി; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-nandi.xml,https://books.sayahna.org/html/karassery-nandi.html,Sayahna Foundation,"Trivandrum, India","October 27, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"October 27, 2023",720,7183,19,156,0,atomic,NFC,0a1a3aeaea870b96d6369002dfe9f2270f74388928ed6a1cb6e5bacb170616d0
karassery-kannadikal,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,നമ്മുടെ മുമ്പിലെ കണ്ണാടികൾ,Nammude Mumpile Kannadikal,നമ്മുടെ മുമ്പിലെ കണ്ണാടികൾ,Essay,article,Article; M. N. Karassery; Nammude Mumpile Kannadikal; എം. എൻ. കാരശ്ശേരി; നമ്മുടെ മുമ്പിലെ കണ്ണാടികൾ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-kannadikal.xml,https://books.sayahna.org/html/karassery-kannadikal.html,Sayahna Foundation,"Trivandrum, India","December 6, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"December 6, 2023",529,5146,16,134,0,atomic,NFC,9ff3f520e992ccc6d08655f99483d8f4c153b4fa6351d76a1bf4858d89a7c89e
karassery-nallavar,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,നല്ലവരും നല്ലവരും,Nallavarum Nallavarum,നല്ലവരും നല്ലവരും,Essay,article,Article; M. N. Karassery; Nallavarum Nallavarum; എം. എൻ. കാരശ്ശേരി; നല്ലവരും നല്ലവരും; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-nallavar.xml,https://books.sayahna.org/html/karassery-nallavar.html,Sayahna Foundation,"Trivandrum, India","October 16, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"October 16, 2023",648,6742,32,129,0,atomic,NFC,c7d80876b873cb4fd530174734ad9e8576f57f233008f036d2f68dae0203840c
karassery-nadakam,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,നാടകം,Nadakam,നാടകം,Essay,article,Article; M. N. Karassery; Nadakam; എം. എൻ. കാരശ്ശേരി; നാടകം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-nadakam.xml,https://books.sayahna.org/html/karassery-nadakam.html,Sayahna Foundation,"Trivandrum, India","February 5, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"February 5, 2024",732,7655,18,163,0,atomic,NFC,157ef72682f3645211f9a4eb9b252e82c92ffc3b323d35847280755555735318
karassery-nattacharam,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,നാട്ടാചാരങ്ങളും മുസ്ലിംകളും,Nattacharangalum Muslimkalum,നാട്ടാചാരങ്ങളും മുസ്ലിംകളും,Essay,article,Article; M. N. Karassery; Nattacharangalum Muslimkalum; എം. എൻ. കാരശ്ശേരി; നാട്ടാചാരങ്ങളും മുസ്ലിംകളും; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-nattacharam.xml,https://books.sayahna.org/html/karassery-nattacharam.html,Sayahna Foundation,"Trivandrum, India","September 12, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"September 12, 2023",1388,14785,36,362,0,atomic,NFC,27f038d4543f7a6bb060c909a4536ec075036093d00dfa5d86c05f0ab4bbc55d
karassery-bhasha,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,നാട്ടിൻപുറത്തെ ഭാഷ,Nattinpurathe Bhasha,നാട്ടിൻപുറത്തെ ഭാഷ,Essay,article,Article; M. N. Karassery; Nattinpurathe Bhasha; എം. എൻ. കാരശ്ശേരി; നാട്ടിൻപുറത്തെ ഭാഷ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-bhasha.xml,https://books.sayahna.org/html/karassery-bhasha.html,Sayahna Foundation,"Trivandrum, India","August 23, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"August 23, 2023",804,8783,27,204,0,atomic,NFC,5b16a62409676d78834591e2ba3e79d2c97565a57f510229707bc2525dbe7daa
karassery-nilamboor,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,നിലമ്പൂർ ബാലൻ,Nilamboor Balan,നിലമ്പൂർ ബാലൻ,Essay,article,Article; M. N. Karassery; Nilamboor Balan; എം. എൻ. കാരശ്ശേരി; നിലമ്പൂർ ബാലൻ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-nilamboor.xml,https://books.sayahna.org/html/karassery-nilamboor.html,Sayahna Foundation,"Trivandrum, India","September 15, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"September 15, 2023",282,2644,18,70,0,atomic,NFC,454fb40105ca7e39b5f8b02dc56e7d94ced56029fd41370a0691dbaa43e52c33
karassery-novels,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,നോവലുകൾ,Novelukal,നോവലുകൾ,Essay,article,Article; M. N. Karassery; Novelukal; എം. എൻ. കാരശ്ശേരി; നോവലുകൾ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-novels.xml,https://books.sayahna.org/html/karassery-novels.html,Sayahna Foundation,"Trivandrum, India","February 5, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"February 5, 2024",2272,23957,65,497,0,atomic,NFC,c05b02c8595a2d3b497963fb7aa3a532e39de5f13d92326267e331c7409d8a82
karassery-uppuppa,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,ന്റുപ്പുപ്പാക്കൊരട്ടേണ്ടാർന്നു,Ntuppuppakkorattendarnnu,ന്റുപ്പുപ്പാക്കൊരട്ടേണ്ടാർന്നു,Essay,article,Article; M. N. Karassery; Ntuppuppakkorattendarnnu; എം. എൻ. കാരശ്ശേരി; ന്റുപ്പുപ്പാക്കൊരട്ടേണ്ടാർന്നു; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-uppuppa.xml,https://books.sayahna.org/html/karassery-uppuppa.html,Sayahna Foundation,"Trivandrum, India","October 6, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"October 6, 2023",590,6048,36,159,0,atomic,NFC,8be4bc35f076c54c999ffb4a0d61e3d7cd73610feba877c4d1d5b20fe5db8624
karassery-pathrabhasha,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,പത്രഭാഷയിലെ ആംഗലാധിപത്യം,Pathrabhashayile Angaladhipathyam,പത്രഭാഷയിലെ ആംഗലാധിപത്യം,Essay,article,Article; M. N. Karassery; Pathrabhashayile Angaladhipathyam; എം. എൻ. കാരശ്ശേരി; പത്രഭാഷയിലെ ആംഗലാധിപത്യം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-pathrabhasha.xml,https://books.sayahna.org/html/karassery-pathrabhasha.html,Sayahna Foundation,"Trivandrum, India","December 18, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"December 18, 2023",540,5288,21,134,0,atomic,NFC,3a7c0a09bddaa28f3952106cc7ac772e0be9bf672d796cfd249529c0df1b3ed4
karassery-thirichayacha,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,പത്രാധിപർ തിരിച്ചയച്ച കൃതികൾ,pathradhipar Thirichayacha Krithikal,പത്രാധിപർ തിരിച്ചയച്ച കൃതികൾ,Essay,article,Article; M. N. Karassery; pathradhipar Thirichayacha Krithikal; എം. എൻ. കാരശ്ശേരി; പത്രാധിപർ തിരിച്ചയച്ച കൃതികൾ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-thirichayacha.xml,https://books.sayahna.org/html/karassery-thirichayacha.html,Sayahna Foundation,"Trivandrum, India","December 12, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"December 12, 2023",596,6095,25,117,0,atomic,NFC,4e7f6c24a134048030c275b3c84cfa936e1e1096f878e00ca11f8c849db2c4f4
karassery-purogamana,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,പുരോഗമനസാഹിത്യപ്രസ്ഥാനം,Purogamanasahithyaprasthanam,പുരോഗമനസാഹിത്യപ്രസ്ഥാനം,Essay,article,Article; M. N. Karassery; Purogamanasahithyaprasthanam; എം. എൻ. കാരശ്ശേരി; പുരോഗമനസാഹിത്യപ്രസ്ഥാനം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-purogamana.xml,https://books.sayahna.org/html/karassery-purogamana.html,Sayahna Foundation,"Trivandrum, India","February 29, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"February 29, 2024",864,9577,19,217,0,atomic,NFC,48a1f17a6ffc445feffd81b4728777b97d7c79b35b52e570ec51cc7a875e7110
karassery-perunalthallu,M. N. Karassery,കാരശ്ശേരി എം എൻ,M. N. Karassery,https://books.sayahna.org/html/sfn-karassery.html,പെരുന്നാൾത്തല്ലു്,Perunnalthallu,പെരുന്നാൾത്തല്ലു്,Essay,article,Article; M. N. Karassery; Perunnalthallu; എം. എൻ. കാരശ്ശേരി; പെരുന്നാൾത്തല്ലു്; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/karassery-perunalthallu.xml,https://books.sayahna.org/html/karassery-perunalthallu.html,Sayahna Foundation,"Trivandrum, India","September 22, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"September 22, 2023",352,3292,34,90,0,atomic,NFC,c6b25152d0ca013c76f59e99df993b0b0fce1b764cd51f3797d7b390212955bd
